date,pasta,legumes,bread,flour,rice,groats,potatoes,сucumbers_tomatoes,vegetables,roots,cabbage,fruit,sugar,candy,biscuits,mutton,beef,chicken,pork,fish,herring,curd,sour_creame,butter,milk_kefir,cheese,egg,margarine,oil,salt,spice,tea,cpi_1,cpi_2,cpi_3,pasta_value,legumes_value,bread_value,flour_value,rice_value,groats_value,potatoes_value,сucumbers_tomatoes_value,vegetables_value,roots_value,сabbage_value,fruit_value,sugar_value,candy_value,biscuits_value,mutton_value,beef_value,chicken_value,pork_value,fish_value,herring_value,curd_value,sour_creame_value,butter_value,milk_kefir_value,cheese_value,egg_value,margarine_value,oil_value,salt_value,spice_value,tea_value,ai92,ai95,ai98,dt,ai92_value,ai95_value,ai98_value,dt_value
2019-01-31,57.263225806451615,95.77870967741936,70.87870967741937,29.895333333333333,55.910999999999994,32.48096774193548,27.04548387096774,150.62032258064514,27.68064516129032,55.016774193548386,33.08,108.2709677419355,49.637741935483874,313.408064516129,199.64645161290323,,388.02555555555557,183.79032258064515,301.432,,196.80161290322582,369.9458064516129,215.3293548387097,579.1903225806452,64.33129032258064,442.5787096774194,5.742580645161291,134.23586206896553,81.22612903225807,17.363999999999997,29.5458064516129,71.81645161290322,5519.421290322581,4714.253548387096,5647.832258064515,2819.467741935484,457.5477419354839,6297.830322580645,1651.2443333333333,956.1423333333333,2115.1645161290326,1555.5932258064515,1415.3725806451614,1652.5887096774193,1354.363548387097,822.5256666666667,4061.0806451612902,3165.4245161290323,832.3925806451613,1075.1596774193547,,123.93388888888889,2780.6648387096775,542.2769999999999,,316.58290322580643,394.4948387096774,399.0109677419355,291.831935483871,7040.107096774193,741.2987096774193,32847.670967741935,38.92413793103448,1677.8770967741937,418.85033333333337,3497.951612903226,2189.1506451612904,42.6341935483871,44.45483870967742,45.04064516129032,53.11566666666667,37930.63516129032,22460.078064516132,1409.4670967741936,3014.6586666666667
2019-02-28,57.10785714285714,104.56821428571428,71.23357142857142,30.817857142857143,55.098571428571425,32.14392857142857,28.610357142857143,168.0442857142857,30.58892857142857,57.864285714285714,39.842499999999994,115.85714285714286,49.471785714285716,304.68642857142856,191.46892857142856,,428.6869230769231,185.02142857142857,291.73,,205.11392857142854,372.55249999999995,215.74392857142857,577.11,63.887499999999996,461.5210714285714,5.205357142857143,129.48962962962963,79.74464285714285,18.490000000000002,29.4925,76.12571428571428,5676.358928571428,4843.295,5843.930357142856,2978.5564285714286,504.1617857142857,6388.318928571428,1723.8075000000001,1089.3592857142858,2425.5514285714285,1302.2428571428572,1595.7392857142856,1589.3257142857144,1641.0085714285713,894.3171428571429,4715.189285714286,3522.3364285714283,1066.909642857143,1387.0267857142858,,121.75846153846153,3141.6689285714283,692.7132142857143,,372.80892857142857,450.3982142857143,448.57071428571425,318.2117857142857,7323.898214285714,822.2792857142857,39335.42857142857,44.58296296296297,2070.9135714285717,446.8314285714286,4130.425357142857,2481.491785714286,42.714285714285715,44.54857142857143,45.135,51.03071428571428,38565.71071428571,23631.075714285715,1314.480357142857,2542.832857142857
2019-03-31,60.31193548387097,101.06483870967743,73.38387096774194,31.445806451612903,55.619032258064514,34.148709677419355,28.876129032258063,145.9516129032258,31.793870967741935,57.5116129032258,43.78032258064516,118.56451612903226,49.30129032258064,309.578064516129,194.87129032258065,,394.5236,185.68516129032258,294.85483870967744,,204.83645161290323,370.9816129032258,215.18064516129033,544.2235483870968,63.567741935483866,478.59032258064514,5.047096774193549,122.14349999999999,80.30870967741936,18.143870967741936,29.899354838709677,72.84612903225806,5672.06064516129,4833.219677419354,5817.069032258064,2894.111935483871,574.4677419354839,6114.328064516129,1786.9396774193547,1068.336129032258,2212.5948387096773,1872.7935483870967,2069.938064516129,1591.6009677419354,1741.6470967741934,1082.6406451612904,4887.509677419354,3542.9574193548383,1211.2070967741936,1342.8483870967743,,121.13719999999999,3126.991612903226,784.676129032258,,384.13935483870966,452.39774193548385,463.4761290322581,325.10548387096776,7411.077741935484,780.5593548387097,38628.94870967742,37.041,1960.3412903225808,473.12967741935483,4039.992258064516,2415.636129032258,42.62322580645161,44.49903225806452,45.112258064516126,50.81483870967742,35279.35064516129,22305.150322580645,1440.0390322580645,2316.795483870968
2019-04-30,61.54233333333333,106.67533333333333,72.55,31.759333333333334,56.092,34.35133333333333,31.188333333333333,142.54500000000002,36.135999999999996,62.24533333333333,47.66166666666666,121.63000000000001,48.176,263.53433333333334,195.82766666666666,,399.2361538461538,184.98066666666668,294.08233333333334,,204.48999999999998,373.13100000000003,217.4633333333333,598.196,63.83833333333334,479.64233333333334,5.006,118.12333333333332,80.29933333333334,18.242666666666665,29.58833333333333,75.62866666666667,5752.587666666667,4900.299333333333,5916.59,2848.0486666666666,560.4056666666667,6063.522666666667,1964.734,989.2213333333333,2212.2563333333333,1779.6696666666664,2074.260333333333,1514.327,1750.949,1139.6699999999998,4747.216666666666,4094.7283333333335,1255.297,1355.5523333333333,,125.98692307692308,3311.028,844.8256666666667,,346.38033333333334,439.42066666666665,415.348,299.9696666666667,6863.964333333333,729.8706666666666,48116.577333333335,56.40111111111111,1946.7183333333332,468.02833333333336,4023.911,2290.7456666666667,42.56433333333334,44.49133333333334,45.043,49.21633333333333,34305.131,21955.007999999998,1488.516,5287.130999999999
2019-05-31,64.54354838709678,98.20096774193549,71.8458064516129,32.236451612903224,56.93838709677419,34.608709677419355,32.28225806451613,118.95612903225806,44.67322580645161,63.88161290322581,47.65806451612904,119.75483870967743,49.04064516129032,259.45451612903224,188.31,,421.511,180.07032258064518,281.06612903225806,,215.72838709677418,370.32645161290327,216.31258064516132,621.7183870967742,64.1116129032258,466.4074193548387,4.904516129032258,113.88846153846154,80.3358064516129,17.860967741935486,30.41774193548387,71.25483870967743,5761.43064516129,4912.577741935484,5916.400967741935,2932.845483870968,476.198064516129,6205.002258064516,1464.032258064516,1042.8212903225806,2409.8522580645163,2262.257741935484,2893.8,826.2509677419355,1577.1193548387096,1161.146129032258,4306.654838709677,3219.328064516129,1391.9251612903226,1516.6158064516128,,113.59466666666667,3454.529677419355,896.98,,318.0422580645161,425.04999999999995,442.54548387096776,283.6380645161291,6621.951935483871,773.4090322580645,41048.85322580645,32.30384615384615,1921.2248387096774,580.3067741935483,3635.318064516129,2334.657096774193,42.91290322580645,44.8658064516129,45.41580645161291,48.552903225806446,32530.990322580645,20717.41935483871,1560.5664516129032,11632.272258064517
2019-06-30,63.349666666666664,96.37899999999999,71.51366666666667,33.178666666666665,53.882333333333335,34.14,45.98833333333334,77.77766666666666,41.29266666666667,56.702999999999996,39.522000000000006,110.02333333333333,47.400666666666666,266.24399999999997,193.417,,433.8961538461538,181.852,276.6293333333333,,209.56833333333333,370.3636666666667,221.72866666666667,629.9026666666666,64.06866666666666,483.656,4.734,122.88125,80.286,17.793666666666663,30.163999999999998,67.74133333333333,5717.282,4876.304999999999,5798.378333333333,2853.565666666667,411.36133333333333,6131.218333333333,1368.1733333333332,972.8073333333334,2394.0653333333335,2442.7256666666667,4061.8759999999997,792.0886666666667,1496.736,1229.5620000000001,4533.1033333333335,4282.999666666667,1212.99,1328.8410000000001,,112.50269230769231,3038.567666666667,847.7919999999999,,330.195,420.345,418.1116666666667,273.57733333333334,6167.847333333334,725.624,37575.17133333333,33.723125,1853.5149999999999,535.0196666666667,3430.802666666667,2177.067666666667,43.24466666666667,45.17466666666667,45.726,48.39833333333333,29718.34933333333,18909.577666666664,1535.9446666666665,10455.931666666667
2019-07-31,63.32096774193548,96.74935483870968,71.78645161290324,32.614838709677414,57.62516129032257,32.670967741935485,35.384838709677425,59.38967741935484,40.81806451612903,48.61096774193548,29.878387096774194,97.90645161290323,43.73548387096774,283.1448387096774,192.95387096774192,,428.32,187.68806451612903,258.3864516129032,162.82,198.32064516129034,369.95354838709676,223.88806451612902,661.5538709677419,64.47645161290322,482.87548387096774,4.4796774193548385,127.9278947368421,76.39903225806451,18.387096774193548,28.34774193548387,74.21612903225805,5456.328064516129,4666.21870967742,5498.539032258064,2679.181612903226,367.27741935483874,5791.771290322581,1382.234193548387,894.2490322580645,2231.892258064516,3198.1506451612904,3880.074193548387,618.228064516129,1186.162258064516,810.9470967741936,4766.845161290323,5568.205161290323,937.2616129032258,1274.9664516129033,,97.24307692307693,2970.3645161290324,824.1916129032257,72.1825,353.176129032258,402.12870967741935,404.07193548387096,260.77032258064514,6255.366774193548,683.861935483871,37269.51612903226,32.455263157894734,1922.2106451612904,655.4816129032258,3667.21935483871,1874.4119354838708,43.33870967741935,45.240645161290324,45.74548387096774,48.19193548387097,35339.882580645164,26758.01193548387,2060.9654838709675,13071.842258064516
2019-08-31,66.93774193548387,93.65612903225806,72.34290322580645,33.266129032258064,56.354193548387094,35.70709677419355,38.45193548387097,77.3141935483871,40.01903225806451,49.611935483870965,28.38516129032258,102.03870967741935,41.994516129032256,315.47193548387094,198.18516129032258,,370.89185185185187,185.79516129032257,273.2732258064516,,209.47354838709677,379.46774193548384,230.54741935483872,676.9848387096774,68.16935483870968,496.7658064516129,4.57774193548387,131.74347826086955,78.50032258064518,18.638387096774192,30.52258064516129,68.54709677419355,5515.738064516129,4712.199032258064,5590.942903225807,2521.234193548387,357.1606451612903,5709.259677419354,1446.7151612903226,896.7996774193549,1967.0751612903227,2197.5403225806454,2040.2483870967742,619.1893548387096,909.998064516129,586.0690322580645,3882.8870967741937,3893.7690322580643,730.0141935483871,1203.617741935484,,148.6025925925926,2984.0354838709677,806.651935483871,,346.31451612903226,375.3716129032258,356.801935483871,275.0767741935484,5650.605806451613,679.4977419354839,35173.15548387097,34.372173913043476,1931.1083870967743,590.2151612903225,3772.197741935484,1908.177741935484,43.57419354838709,45.47709677419355,45.94,48.16612903225807,37598.23774193548,29387.373225806452,2947.2725806451613,13560.909677419355
2019-09-30,64.791,96.64699999999999,73.22133333333333,34.158,54.64433333333333,37.989333333333335,35.75866666666666,95.092,33.03933333333333,51.14066666666667,28.21833333333333,109.79666666666667,41.303999999999995,319.972,199.364,,351.6465517241379,194.504,281.683,,221.09433333333334,363.252,226.34,673.0876666666667,68.79633333333332,505.7286666666667,4.745666666666667,128.16649999999998,78.71066666666667,19.113793103448273,29.639,73.56066666666668,5525.097,4714.681333333333,5637.931333333333,2604.2876666666666,375.1023333333333,5982.581666666667,1372.9016666666669,895.251,1747.4199999999998,2256.212666666667,1763.2106666666666,1059.6423333333335,1027.2433333333333,551.275,3349.61,3130.9183333333335,701.956,1238.839,,154.0651724137931,2780.3063333333334,769.0896666666666,,296.102,392.97166666666664,364.652,297.7563333333334,5531.36,646.5866666666666,35175.174333333336,36.373000000000005,1890.854,558.9889655172414,3585.5826666666667,2225.161333333333,43.70766666666667,45.608,46.07066666666666,48.150333333333336,33783.441666666666,26354.145,2129.0566666666664,12512.656333333334
2019-10-31,65.37387096774194,105.63064516129033,73.69032258064516,33.54129032258064,41.942903225806454,39.16483870967742,28.851290322580645,117.88064516129033,29.429032258064513,48.60193548387097,24.838666666666665,112.57741935483871,39.263225806451615,320.06774193548387,199.5325806451613,,368.269,191.33451612903227,272.911935483871,,219.77903225806452,350.0109677419355,223.73967741935485,691.4377419354838,68.86129032258064,479.268064516129,4.910967741935484,126.24782608695651,79.54806451612903,19.425666666666665,28.86935483870968,74.48677419354838,5456.13935483871,4655.0525806451615,5609.127096774194,2492.5829032258066,387.6461290322581,5847.108709677419,1408.66,1174.7787096774193,1836.4674193548387,2710.1583870967743,1709.1225806451614,901.0293548387097,1081.6383870967743,674.3486666666666,3477.583870967742,3979.5770967741937,775.3993548387097,1240.3512903225806,,129.90566666666666,2680.657741935484,791.2590322580645,,273.161935483871,455.53000000000003,374.6490322580645,288.3490322580645,5550.500967741936,708.8038709677419,34915.65645161291,35.05478260869565,1728.611935483871,545.794,3210.578387096774,2047.7083870967742,43.93741935483871,45.74,46.20483870967742,48.165333333333336,37303.572258064516,29311.420322580645,2463.312903225806,10370.045666666667
